"Dept","Whitehall","value","measure","Period","group","change"
"MoJ","Departmental Group",-0.012873911,"Cumulative_Perc_net_change","2011Q1","MoJ-Departmental Group",-Inf
"MoJ","Departmental Group",-0.040136312,"Cumulative_Perc_net_change","2011Q2","MoJ-Departmental Group",-Inf
"MoJ","Departmental Group",-0.050990786,"Cumulative_Perc_net_change","2011Q3","MoJ-Departmental Group",-Inf
"MoJ","Departmental Group",-0.079305399,"Cumulative_Perc_net_change","2011Q4","MoJ-Departmental Group",-Inf
"MoJ","Departmental Group",-0.096213652,"Cumulative_Perc_net_change","2012Q1","MoJ-Departmental Group",-Inf
"MoJ","Departmental Group",-0.112316749,"Cumulative_Perc_net_change","2012Q2","MoJ-Departmental Group",-Inf
"MoJ","Departmental Group",-0.126809537,"Cumulative_Perc_net_change","2012Q3","MoJ-Departmental Group",-Inf
"MoJ","Departmental Group",-0.134995278,"Cumulative_Perc_net_change","2012Q4","MoJ-Departmental Group",-Inf
"MoJ","Departmental Group",-0.147609371,"Cumulative_Perc_net_change","2013Q1","MoJ-Departmental Group",-Inf
"MoJ","Departmental Group",-0.165725356,"Cumulative_Perc_net_change","2013Q2","MoJ-Departmental Group",-Inf
"MoJ","Departmental Group",-0.182471029,"Cumulative_Perc_net_change","2013Q3","MoJ-Departmental Group",-Inf
"MoJ","Departmental Group",-0.212168433,"Cumulative_Perc_net_change","2013Q4","MoJ-Departmental Group",-Inf
"MoJ","Non-Whitehall",0,"Cumulative_Perc_net_change","2010Q3","MoJ-Non-Whitehall",NA
"MoJ","Non-Whitehall",-0.004490979,"Cumulative_Perc_net_change","2010Q4","MoJ-Non-Whitehall",-Inf
"MoJ","Non-Whitehall",-0.012795817,"Cumulative_Perc_net_change","2011Q1","MoJ-Non-Whitehall",-Inf
"MoJ","Non-Whitehall",-0.038915873,"Cumulative_Perc_net_change","2011Q2","MoJ-Non-Whitehall",-Inf
"MoJ","Non-Whitehall",-0.049765743,"Cumulative_Perc_net_change","2011Q3","MoJ-Non-Whitehall",-Inf
"MoJ","Non-Whitehall",-0.078643029,"Cumulative_Perc_net_change","2011Q4","MoJ-Non-Whitehall",-Inf
"MoJ","Non-Whitehall",-0.095226025,"Cumulative_Perc_net_change","2012Q1","MoJ-Non-Whitehall",-Inf
"MoJ","Non-Whitehall",-0.112380848,"Cumulative_Perc_net_change","2012Q2","MoJ-Non-Whitehall",-Inf
"MoJ","Non-Whitehall",-0.12686615,"Cumulative_Perc_net_change","2012Q3","MoJ-Non-Whitehall",-Inf
"MoJ","Non-Whitehall",-0.13598823,"Cumulative_Perc_net_change","2012Q4","MoJ-Non-Whitehall",-Inf
"MoJ","Non-Whitehall",-0.149066252,"Cumulative_Perc_net_change","2013Q1","MoJ-Non-Whitehall",-Inf
"MoJ","Non-Whitehall",-0.168898858,"Cumulative_Perc_net_change","2013Q2","MoJ-Non-Whitehall",-Inf
"MoJ","Non-Whitehall",-0.18428185,"Cumulative_Perc_net_change","2013Q3","MoJ-Non-Whitehall",-Inf
"MoJ","Non-Whitehall",-0.21490799,"Cumulative_Perc_net_change","2013Q4","MoJ-Non-Whitehall",-Inf
"MoJ","Whitehall",0,"Cumulative_Perc_net_change","2010Q3","MoJ-Whitehall",NA
"MoJ","Whitehall",-0.03,"Cumulative_Perc_net_change","2010Q4","MoJ-Whitehall",-Inf
"MoJ","Whitehall",-0.021319911,"Cumulative_Perc_net_change","2011Q1","MoJ-Whitehall",-Inf
"MoJ","Whitehall",-0.06689038,"Cumulative_Perc_net_change","2011Q2","MoJ-Whitehall",-Inf
"MoJ","Whitehall",-0.077740492,"Cumulative_Perc_net_change","2011Q3","MoJ-Whitehall",-Inf
"MoJ","Whitehall",-0.097270694,"Cumulative_Perc_net_change","2011Q4","MoJ-Whitehall",-Inf
"MoJ","Whitehall",-0.118970917,"Cumulative_Perc_net_change","2012Q1","MoJ-Whitehall",-Inf
"MoJ","Whitehall",-0.118970917,"Cumulative_Perc_net_change","2012Q2","MoJ-Whitehall",-Inf
"MoJ","Whitehall",-0.133447921,"Cumulative_Perc_net_change","2012Q3","MoJ-Whitehall",-Inf
"MoJ","Whitehall",-0.128398084,"Cumulative_Perc_net_change","2012Q4","MoJ-Whitehall",-Inf
"MoJ","Whitehall",-0.134422982,"Cumulative_Perc_net_change","2013Q1","MoJ-Whitehall",-Inf
"MoJ","Whitehall",-0.128398084,"Cumulative_Perc_net_change","2013Q2","MoJ-Whitehall",-Inf
"MoJ","Whitehall",-0.164547472,"Cumulative_Perc_net_change","2013Q3","MoJ-Whitehall",-Inf
"MoJ","Whitehall",-0.180613867,"Cumulative_Perc_net_change","2013Q4","MoJ-Whitehall",-Inf
"NIO","Departmental Group",0,"Cumulative_Perc_net_change","2010Q3","NIO-Departmental Group",NA
"NIO","Departmental Group",0,"Cumulative_Perc_net_change","2010Q4","NIO-Departmental Group",NA
"NIO","Departmental Group",-0.090909091,"Cumulative_Perc_net_change","2011Q1","NIO-Departmental Group",-Inf
"NIO","Departmental Group",-0.545454545,"Cumulative_Perc_net_change","2011Q2","NIO-Departmental Group",-Inf
"NIO","Departmental Group",-0.545454545,"Cumulative_Perc_net_change","2011Q3","NIO-Departmental Group",-Inf
"NIO","Departmental Group",-0.545454545,"Cumulative_Perc_net_change","2011Q4","NIO-Departmental Group",-Inf
"NIO","Departmental Group",-0.454545455,"Cumulative_Perc_net_change","2012Q1","NIO-Departmental Group",-Inf
"NIO","Departmental Group",-0.181818182,"Cumulative_Perc_net_change","2012Q2","NIO-Departmental Group",-Inf
"NIO","Departmental Group",-0.181818182,"Cumulative_Perc_net_change","2012Q3","NIO-Departmental Group",-Inf
"NIO","Departmental Group",-0.181818182,"Cumulative_Perc_net_change","2012Q4","NIO-Departmental Group",-Inf
"NIO","Departmental Group",-0.181818182,"Cumulative_Perc_net_change","2013Q1","NIO-Departmental Group",-Inf
"NIO","Departmental Group",-0.181818182,"Cumulative_Perc_net_change","2013Q2","NIO-Departmental Group",-Inf
"NIO","Departmental Group",-0.090909091,"Cumulative_Perc_net_change","2013Q3","NIO-Departmental Group",-Inf
"NIO","Departmental Group",-0.090909091,"Cumulative_Perc_net_change","2013Q4","NIO-Departmental Group",-Inf
"NIO","Non-Whitehall",0,"Cumulative_Perc_net_change","2010Q3","NIO-Non-Whitehall",NA
"NIO","Non-Whitehall",NA,"Cumulative_Perc_net_change","2010Q4","NIO-Non-Whitehall",NA
"NIO","Non-Whitehall",NA,"Cumulative_Perc_net_change","2011Q1","NIO-Non-Whitehall",NA
"NIO","Non-Whitehall",NA,"Cumulative_Perc_net_change","2011Q2","NIO-Non-Whitehall",NA
"NIO","Non-Whitehall",NA,"Cumulative_Perc_net_change","2011Q3","NIO-Non-Whitehall",NA
"NIO","Non-Whitehall",NA,"Cumulative_Perc_net_change","2011Q4","NIO-Non-Whitehall",NA
"NIO","Non-Whitehall",NA,"Cumulative_Perc_net_change","2012Q1","NIO-Non-Whitehall",NA
"NIO","Non-Whitehall",NA,"Cumulative_Perc_net_change","2012Q2","NIO-Non-Whitehall",NA
"NIO","Non-Whitehall",NA,"Cumulative_Perc_net_change","2012Q3","NIO-Non-Whitehall",NA
"NIO","Non-Whitehall",NA,"Cumulative_Perc_net_change","2012Q4","NIO-Non-Whitehall",NA
"NIO","Non-Whitehall",NA,"Cumulative_Perc_net_change","2013Q1","NIO-Non-Whitehall",NA
"NIO","Non-Whitehall",NA,"Cumulative_Perc_net_change","2013Q2","NIO-Non-Whitehall",NA
"NIO","Non-Whitehall",NA,"Cumulative_Perc_net_change","2013Q3","NIO-Non-Whitehall",NA
"NIO","Non-Whitehall",NA,"Cumulative_Perc_net_change","2013Q4","NIO-Non-Whitehall",NA
"NIO","Whitehall",0,"Cumulative_Perc_net_change","2010Q3","NIO-Whitehall",NA
"NIO","Whitehall",0,"Cumulative_Perc_net_change","2010Q4","NIO-Whitehall",NA
"NIO","Whitehall",-0.090909091,"Cumulative_Perc_net_change","2011Q1","NIO-Whitehall",-Inf
"NIO","Whitehall",-0.545454545,"Cumulative_Perc_net_change","2011Q2","NIO-Whitehall",-Inf
"NIO","Whitehall",-0.545454545,"Cumulative_Perc_net_change","2011Q3","NIO-Whitehall",-Inf
"NIO","Whitehall",-0.545454545,"Cumulative_Perc_net_change","2011Q4","NIO-Whitehall",-Inf
"NIO","Whitehall",-0.454545455,"Cumulative_Perc_net_change","2012Q1","NIO-Whitehall",-Inf
"NIO","Whitehall",-0.181818182,"Cumulative_Perc_net_change","2012Q2","NIO-Whitehall",-Inf
"NIO","Whitehall",-0.181818182,"Cumulative_Perc_net_change","2012Q3","NIO-Whitehall",-Inf
"NIO","Whitehall",-0.181818182,"Cumulative_Perc_net_change","2012Q4","NIO-Whitehall",-Inf
"NIO","Whitehall",-0.181818182,"Cumulative_Perc_net_change","2013Q1","NIO-Whitehall",-Inf
"NIO","Whitehall",-0.181818182,"Cumulative_Perc_net_change","2013Q2","NIO-Whitehall",-Inf
"NIO","Whitehall",-0.090909091,"Cumulative_Perc_net_change","2013Q3","NIO-Whitehall",-Inf
"NIO","Whitehall",-0.090909091,"Cumulative_Perc_net_change","2013Q4","NIO-Whitehall",-Inf
"Scot Gov","Departmental Group",0,"Cumulative_Perc_net_change","2010Q3","Scot Gov-Departmental Group",NA
"Scot Gov","Departmental Group",-0.007761194,"Cumulative_Perc_net_change","2010Q4","Scot Gov-Departmental Group",-Inf
"Scot Gov","Departmental Group",-0.022686567,"Cumulative_Perc_net_change","2011Q1","Scot Gov-Departmental Group",-Inf
"Scot Gov","Departmental Group",-0.033432836,"Cumulative_Perc_net_change","2011Q2","Scot Gov-Departmental Group",-Inf
"Scot Gov","Departmental Group",-0.04,"Cumulative_Perc_net_change","2011Q3","Scot Gov-Departmental Group",-Inf
"Scot Gov","Departmental Group",-0.056716418,"Cumulative_Perc_net_change","2011Q4","Scot Gov-Departmental Group",-Inf
"Scot Gov","Departmental Group",-0.061492537,"Cumulative_Perc_net_change","2012Q1","Scot Gov-Departmental Group",-Inf
"Scot Gov","Departmental Group",-0.058507463,"Cumulative_Perc_net_change","2012Q2","Scot Gov-Departmental Group",-Inf
"Scot Gov","Departmental Group",-0.063283582,"Cumulative_Perc_net_change","2012Q3","Scot Gov-Departmental Group",-Inf
"Scot Gov","Departmental Group",-0.065074627,"Cumulative_Perc_net_change","2012Q4","Scot Gov-Departmental Group",-Inf
"Scot Gov","Departmental Group",-0.055522388,"Cumulative_Perc_net_change","2013Q1","Scot Gov-Departmental Group",-Inf
"Scot Gov","Departmental Group",-0.051940299,"Cumulative_Perc_net_change","2013Q2","Scot Gov-Departmental Group",-Inf
"Scot Gov","Departmental Group",-0.047761194,"Cumulative_Perc_net_change","2013Q3","Scot Gov-Departmental Group",-Inf
"Scot Gov","Departmental Group",-0.050746269,"Cumulative_Perc_net_change","2013Q4","Scot Gov-Departmental Group",-Inf
"Scot Gov","Non-Whitehall",0,"Cumulative_Perc_net_change","2010Q3","Scot Gov-Non-Whitehall",NA
"Scot Gov","Non-Whitehall",-0.007761194,"Cumulative_Perc_net_change","2010Q4","Scot Gov-Non-Whitehall",-Inf
"Scot Gov","Non-Whitehall",-0.022686567,"Cumulative_Perc_net_change","2011Q1","Scot Gov-Non-Whitehall",-Inf
"Scot Gov","Non-Whitehall",-0.033432836,"Cumulative_Perc_net_change","2011Q2","Scot Gov-Non-Whitehall",-Inf
"Scot Gov","Non-Whitehall",-0.04,"Cumulative_Perc_net_change","2011Q3","Scot Gov-Non-Whitehall",-Inf
"Scot Gov","Non-Whitehall",-0.056716418,"Cumulative_Perc_net_change","2011Q4","Scot Gov-Non-Whitehall",-Inf
"Scot Gov","Non-Whitehall",-0.061492537,"Cumulative_Perc_net_change","2012Q1","Scot Gov-Non-Whitehall",-Inf
"Scot Gov","Non-Whitehall",-0.058507463,"Cumulative_Perc_net_change","2012Q2","Scot Gov-Non-Whitehall",-Inf
"Scot Gov","Non-Whitehall",-0.063283582,"Cumulative_Perc_net_change","2012Q3","Scot Gov-Non-Whitehall",-Inf
"Scot Gov","Non-Whitehall",-0.065074627,"Cumulative_Perc_net_change","2012Q4","Scot Gov-Non-Whitehall",-Inf
"Scot Gov","Non-Whitehall",-0.055522388,"Cumulative_Perc_net_change","2013Q1","Scot Gov-Non-Whitehall",-Inf
"Scot Gov","Non-Whitehall",-0.051940299,"Cumulative_Perc_net_change","2013Q2","Scot Gov-Non-Whitehall",-Inf
"Scot Gov","Non-Whitehall",-0.047761194,"Cumulative_Perc_net_change","2013Q3","Scot Gov-Non-Whitehall",-Inf
"Scot Gov","Non-Whitehall",-0.050746269,"Cumulative_Perc_net_change","2013Q4","Scot Gov-Non-Whitehall",-Inf
"Scot Gov","Whitehall",0,"Cumulative_Perc_net_change","2010Q3","Scot Gov-Whitehall",NA
"Scot Gov","Whitehall",NA,"Cumulative_Perc_net_change","2010Q4","Scot Gov-Whitehall",NA
"Scot Gov","Whitehall",NA,"Cumulative_Perc_net_change","2011Q1","Scot Gov-Whitehall",NA
"Scot Gov","Whitehall",NA,"Cumulative_Perc_net_change","2011Q2","Scot Gov-Whitehall",NA
"Scot Gov","Whitehall",NA,"Cumulative_Perc_net_change","2011Q3","Scot Gov-Whitehall",NA
"Scot Gov","Whitehall",NA,"Cumulative_Perc_net_change","2011Q4","Scot Gov-Whitehall",NA
"Scot Gov","Whitehall",NA,"Cumulative_Perc_net_change","2012Q1","Scot Gov-Whitehall",NA
"Scot Gov","Whitehall",NA,"Cumulative_Perc_net_change","2012Q2","Scot Gov-Whitehall",NA
"Scot Gov","Whitehall",NA,"Cumulative_Perc_net_change","2012Q3","Scot Gov-Whitehall",NA
"Scot Gov","Whitehall",NA,"Cumulative_Perc_net_change","2012Q4","Scot Gov-Whitehall",NA
"Scot Gov","Whitehall",NA,"Cumulative_Perc_net_change","2013Q1","Scot Gov-Whitehall",NA
"Scot Gov","Whitehall",NA,"Cumulative_Perc_net_change","2013Q2","Scot Gov-Whitehall",NA
"Scot Gov","Whitehall",NA,"Cumulative_Perc_net_change","2013Q3","Scot Gov-Whitehall",NA
"Scot Gov","Whitehall",NA,"Cumulative_Perc_net_change","2013Q4","Scot Gov-Whitehall",NA
"Total","Departmental Group",0,"Cumulative_Perc_net_change","2010Q3","Total-Departmental Group",NA
"Total","Departmental Group",-0.017066131,"Cumulative_Perc_net_change","2010Q4","Total-Departmental Group",-Inf
"Total","Departmental Group",-0.03120425,"Cumulative_Perc_net_change","2011Q1","Total-Departmental Group",-Inf
"Total","Departmental Group",-0.053938177,"Cumulative_Perc_net_change","2011Q2","Total-Departmental Group",-Inf
"Total","Departmental Group",-0.071819969,"Cumulative_Perc_net_change","2011Q3","Total-Departmental Group",-Inf
"Total","Departmental Group",-0.08955536,"Cumulative_Perc_net_change","2011Q4","Total-Departmental Group",-Inf
"Total","Departmental Group",-0.104216338,"Cumulative_Perc_net_change","2012Q1","Total-Departmental Group",-Inf
"Total","Departmental Group",-0.115175472,"Cumulative_Perc_net_change","2012Q2","Total-Departmental Group",-Inf
"Total","Departmental Group",-0.123893982,"Cumulative_Perc_net_change","2012Q3","Total-Departmental Group",-Inf
"Total","Departmental Group",-0.130902163,"Cumulative_Perc_net_change","2012Q4","Total-Departmental Group",-Inf
"Total","Departmental Group",-0.136387206,"Cumulative_Perc_net_change","2013Q1","Total-Departmental Group",-Inf
"Total","Departmental Group",-0.146504409,"Cumulative_Perc_net_change","2013Q2","Total-Departmental Group",-Inf
"Total","Departmental Group",-0.153159025,"Cumulative_Perc_net_change","2013Q3","Total-Departmental Group",-Inf
"Total","Departmental Group",-0.164660831,"Cumulative_Perc_net_change","2013Q4","Total-Departmental Group",-Inf
"Total","Non-Whitehall",0,"Cumulative_Perc_net_change","2010Q3","Total-Non-Whitehall",NA
"Total","Non-Whitehall",-0.016424331,"Cumulative_Perc_net_change","2010Q4","Total-Non-Whitehall",-Inf
"Total","Non-Whitehall",-0.030220229,"Cumulative_Perc_net_change","2011Q1","Total-Non-Whitehall",-Inf
"Total","Non-Whitehall",-0.051138766,"Cumulative_Perc_net_change","2011Q2","Total-Non-Whitehall",-Inf
"Total","Non-Whitehall",-0.068735657,"Cumulative_Perc_net_change","2011Q3","Total-Non-Whitehall",-Inf
"Total","Non-Whitehall",-0.087973127,"Cumulative_Perc_net_change","2011Q4","Total-Non-Whitehall",-Inf
"Total","Non-Whitehall",-0.103884493,"Cumulative_Perc_net_change","2012Q1","Total-Non-Whitehall",-Inf
"Total","Non-Whitehall",-0.117193406,"Cumulative_Perc_net_change","2012Q2","Total-Non-Whitehall",-Inf
"Total","Non-Whitehall",-0.122261465,"Cumulative_Perc_net_change","2012Q3","Total-Non-Whitehall",-Inf
"Total","Non-Whitehall",-0.130123451,"Cumulative_Perc_net_change","2012Q4","Total-Non-Whitehall",-Inf
"Total","Non-Whitehall",-0.136000085,"Cumulative_Perc_net_change","2013Q1","Total-Non-Whitehall",-Inf
"Total","Non-Whitehall",-0.14600876,"Cumulative_Perc_net_change","2013Q2","Total-Non-Whitehall",-Inf
"Total","Non-Whitehall",-0.152631242,"Cumulative_Perc_net_change","2013Q3","Total-Non-Whitehall",-Inf
"Total","Non-Whitehall",-0.164904911,"Cumulative_Perc_net_change","2013Q4","Total-Non-Whitehall",-Inf
"Total","Whitehall",0,"Cumulative_Perc_net_change","2010Q3","Total-Whitehall",NA
"Total","Whitehall",-0.026077383,"Cumulative_Perc_net_change","2010Q4","Total-Whitehall",-Inf
"Total","Whitehall",-0.044812475,"Cumulative_Perc_net_change","2011Q1","Total-Whitehall",-Inf
"Total","Whitehall",-0.091952385,"Cumulative_Perc_net_change","2011Q2","Total-Whitehall",-Inf
"Total","Whitehall",-0.113644298,"Cumulative_Perc_net_change","2011Q3","Total-Whitehall",-Inf
"Total","Whitehall",-0.111234086,"Cumulative_Perc_net_change","2011Q4","Total-Whitehall",-Inf
"Total","Whitehall",-0.10912515,"Cumulative_Perc_net_change","2012Q1","Total-Whitehall",-Inf
"Total","Whitehall",-0.088578087,"Cumulative_Perc_net_change","2012Q2","Total-Whitehall",-Inf
"Total","Whitehall",-0.14585894,"Cumulative_Perc_net_change","2012Q3","Total-Whitehall",-Inf
"Total","Whitehall",-0.1415481,"Cumulative_Perc_net_change","2012Q4","Total-Whitehall",-Inf
"Total","Whitehall",-0.141845142,"Cumulative_Perc_net_change","2013Q1","Total-Whitehall",-Inf
"Total","Whitehall",-0.153389826,"Cumulative_Perc_net_change","2013Q2","Total-Whitehall",-Inf
"Total","Whitehall",-0.160471961,"Cumulative_Perc_net_change","2013Q3","Total-Whitehall",-Inf
"Total","Whitehall",-0.161652316,"Cumulative_Perc_net_change","2013Q4","Total-Whitehall",-Inf
"Total employment","Total Employment ONS total",0,"Cumulative_Perc_net_change","2010Q3","Total employment-Total Employment ONS total",NA
"Total employment","Total Employment ONS total",-0.017078473,"Cumulative_Perc_net_change","2010Q4","Total employment-Total Employment ONS total",-Inf
"Total employment","Total Employment ONS total",-0.01592876,"Cumulative_Perc_net_change","2011Q1","Total employment-Total Employment ONS total",-Inf
"Total employment","Total Employment ONS total",-0.053973828,"Cumulative_Perc_net_change","2011Q2","Total employment-Total Employment ONS total",-Inf
"Total employment","Total Employment ONS total",-0.072411054,"Cumulative_Perc_net_change","2011Q3","Total employment-Total Employment ONS total",-Inf
"Total employment","Total Employment ONS total",-0.090179355,"Cumulative_Perc_net_change","2011Q4","Total employment-Total Employment ONS total",-Inf
"Total employment","Total Employment ONS total",-0.104728459,"Cumulative_Perc_net_change","2012Q1","Total employment-Total Employment ONS total",-Inf
"Total employment","Total Employment ONS total",-0.113215435,"Cumulative_Perc_net_change","2012Q2","Total employment-Total Employment ONS total",-Inf
"Total employment","Total Employment ONS total",-0.122057778,"Cumulative_Perc_net_change","2012Q3","Total employment-Total Employment ONS total",-Inf
"Total employment","Total Employment ONS total",-0.128997868,"Cumulative_Perc_net_change","2012Q4","Total employment-Total Employment ONS total",-Inf
"Total employment","Total Employment ONS total",-0.134809148,"Cumulative_Perc_net_change","2013Q1","Total employment-Total Employment ONS total",-Inf
"Total employment","Total Employment ONS total",-0.13148543,"Cumulative_Perc_net_change","2013Q2","Total employment-Total Employment ONS total",-Inf
"Total employment","Total Employment ONS total",-0.138341904,"Cumulative_Perc_net_change","2013Q3","Total employment-Total Employment ONS total",-Inf
"Total employment","Total Employment ONS total",-0.149985367,"Cumulative_Perc_net_change","2013Q4","Total employment-Total Employment ONS total",-Inf
"Total excl. Whitehall FCO","Departmental Group",0,"Cumulative_Perc_net_change","2010Q3","Total excl. Whitehall FCO-Departmental Group",NA
"Total excl. Whitehall FCO","Departmental Group",-0.017004066,"Cumulative_Perc_net_change","2010Q4","Total excl. Whitehall FCO-Departmental Group",-Inf
"Total excl. Whitehall FCO","Departmental Group",-0.031085889,"Cumulative_Perc_net_change","2011Q1","Total excl. Whitehall FCO-Departmental Group",-Inf
"Total excl. Whitehall FCO","Departmental Group",-0.053892089,"Cumulative_Perc_net_change","2011Q2","Total excl. Whitehall FCO-Departmental Group",-Inf
"Total excl. Whitehall FCO","Departmental Group",-0.071764357,"Cumulative_Perc_net_change","2011Q3","Total excl. Whitehall FCO-Departmental Group",-Inf
"Total excl. Whitehall FCO","Departmental Group",-0.09039895,"Cumulative_Perc_net_change","2011Q4","Total excl. Whitehall FCO-Departmental Group",-Inf
"Total excl. Whitehall FCO","Departmental Group",-0.105264272,"Cumulative_Perc_net_change","2012Q1","Total excl. Whitehall FCO-Departmental Group",-Inf
"Total excl. Whitehall FCO","Departmental Group",-0.117715568,"Cumulative_Perc_net_change","2012Q2","Total excl. Whitehall FCO-Departmental Group",-Inf
"Total excl. Whitehall FCO","Departmental Group",-0.122741506,"Cumulative_Perc_net_change","2012Q3","Total excl. Whitehall FCO-Departmental Group",-Inf
"Total excl. Whitehall FCO","Departmental Group",-0.130132592,"Cumulative_Perc_net_change","2012Q4","Total excl. Whitehall FCO-Departmental Group",-Inf
"Total excl. Whitehall FCO","Departmental Group",-0.135707041,"Cumulative_Perc_net_change","2013Q1","Total excl. Whitehall FCO-Departmental Group",-Inf
"Total excl. Whitehall FCO","Departmental Group",-0.145886871,"Cumulative_Perc_net_change","2013Q2","Total excl. Whitehall FCO-Departmental Group",-Inf
"Total excl. Whitehall FCO","Departmental Group",-0.152519185,"Cumulative_Perc_net_change","2013Q3","Total excl. Whitehall FCO-Departmental Group",-Inf
"Total excl. Whitehall FCO","Departmental Group",-0.16418291,"Cumulative_Perc_net_change","2013Q4","Total excl. Whitehall FCO-Departmental Group",-Inf
"Total excl. Whitehall FCO","Non-Whitehall",0,"Cumulative_Perc_net_change","2010Q3","Total excl. Whitehall FCO-Non-Whitehall",NA
"Total excl. Whitehall FCO","Non-Whitehall",-0.016424331,"Cumulative_Perc_net_change","2010Q4","Total excl. Whitehall FCO-Non-Whitehall",-Inf
"Total excl. Whitehall FCO","Non-Whitehall",-0.030220229,"Cumulative_Perc_net_change","2011Q1","Total excl. Whitehall FCO-Non-Whitehall",-Inf
"Total excl. Whitehall FCO","Non-Whitehall",-0.051138766,"Cumulative_Perc_net_change","2011Q2","Total excl. Whitehall FCO-Non-Whitehall",-Inf
"Total excl. Whitehall FCO","Non-Whitehall",-0.068735657,"Cumulative_Perc_net_change","2011Q3","Total excl. Whitehall FCO-Non-Whitehall",-Inf
"Total excl. Whitehall FCO","Non-Whitehall",-0.087973127,"Cumulative_Perc_net_change","2011Q4","Total excl. Whitehall FCO-Non-Whitehall",-Inf
"Total excl. Whitehall FCO","Non-Whitehall",-0.103884493,"Cumulative_Perc_net_change","2012Q1","Total excl. Whitehall FCO-Non-Whitehall",-Inf
"Total excl. Whitehall FCO","Non-Whitehall",-0.117193406,"Cumulative_Perc_net_change","2012Q2","Total excl. Whitehall FCO-Non-Whitehall",-Inf
"Total excl. Whitehall FCO","Non-Whitehall",-0.122261465,"Cumulative_Perc_net_change","2012Q3","Total excl. Whitehall FCO-Non-Whitehall",-Inf
"Total excl. Whitehall FCO","Non-Whitehall",-0.130123451,"Cumulative_Perc_net_change","2012Q4","Total excl. Whitehall FCO-Non-Whitehall",-Inf
"Total excl. Whitehall FCO","Non-Whitehall",-0.136000085,"Cumulative_Perc_net_change","2013Q1","Total excl. Whitehall FCO-Non-Whitehall",-Inf
"Total excl. Whitehall FCO","Non-Whitehall",-0.14600876,"Cumulative_Perc_net_change","2013Q2","Total excl. Whitehall FCO-Non-Whitehall",-Inf
"Total excl. Whitehall FCO","Non-Whitehall",-0.152631242,"Cumulative_Perc_net_change","2013Q3","Total excl. Whitehall FCO-Non-Whitehall",-Inf
"Total excl. Whitehall FCO","Non-Whitehall",-0.164904911,"Cumulative_Perc_net_change","2013Q4","Total excl. Whitehall FCO-Non-Whitehall",-Inf
"Total excl. Whitehall FCO","Whitehall",0,"Cumulative_Perc_net_change","2010Q3","Total excl. Whitehall FCO-Whitehall",NA
"Total excl. Whitehall FCO","Whitehall",-0.026998841,"Cumulative_Perc_net_change","2010Q4","Total excl. Whitehall FCO-Whitehall",-Inf
"Total excl. Whitehall FCO","Whitehall",-0.045752832,"Cumulative_Perc_net_change","2011Q1","Total excl. Whitehall FCO-Whitehall",-Inf
"Total excl. Whitehall FCO","Whitehall",-0.099440726,"Cumulative_Perc_net_change","2011Q2","Total excl. Whitehall FCO-Whitehall",-Inf
"Total excl. Whitehall FCO","Whitehall",-0.121789838,"Cumulative_Perc_net_change","2011Q3","Total excl. Whitehall FCO-Whitehall",-Inf
"Total excl. Whitehall FCO","Whitehall",-0.130582931,"Cumulative_Perc_net_change","2011Q4","Total excl. Whitehall FCO-Whitehall",-Inf
"Total excl. Whitehall FCO","Whitehall",-0.128384658,"Cumulative_Perc_net_change","2012Q1","Total excl. Whitehall FCO-Whitehall",-Inf
"Total excl. Whitehall FCO","Whitehall",-0.126845866,"Cumulative_Perc_net_change","2012Q2","Total excl. Whitehall FCO-Whitehall",-Inf
"Total excl. Whitehall FCO","Whitehall",-0.131188116,"Cumulative_Perc_net_change","2012Q3","Total excl. Whitehall FCO-Whitehall",-Inf
"Total excl. Whitehall FCO","Whitehall",-0.13100794,"Cumulative_Perc_net_change","2012Q4","Total excl. Whitehall FCO-Whitehall",-Inf
"Total excl. Whitehall FCO","Whitehall",-0.1317279,"Cumulative_Perc_net_change","2013Q1","Total excl. Whitehall FCO-Whitehall",-Inf
"Total excl. Whitehall FCO","Whitehall",-0.144633679,"Cumulative_Perc_net_change","2013Q2","Total excl. Whitehall FCO-Whitehall",-Inf
"Total excl. Whitehall FCO","Whitehall",-0.151419466,"Cumulative_Perc_net_change","2013Q3","Total excl. Whitehall FCO-Whitehall",-Inf
"Total excl. Whitehall FCO","Whitehall",-0.153205199,"Cumulative_Perc_net_change","2013Q4","Total excl. Whitehall FCO-Whitehall",-Inf
"Welsh Gov","Departmental Group",0,"Cumulative_Perc_net_change","2010Q3","Welsh Gov-Departmental Group",NA
"Welsh Gov","Departmental Group",-0.010695187,"Cumulative_Perc_net_change","2010Q4","Welsh Gov-Departmental Group",-Inf
"Welsh Gov","Departmental Group",-0.028520499,"Cumulative_Perc_net_change","2011Q1","Welsh Gov-Departmental Group",-Inf
"Welsh Gov","Departmental Group",-0.055258467,"Cumulative_Perc_net_change","2011Q2","Welsh Gov-Departmental Group",-Inf
"Welsh Gov","Departmental Group",-0.08912656,"Cumulative_Perc_net_change","2011Q3","Welsh Gov-Departmental Group",-Inf
"Welsh Gov","Departmental Group",-0.090909091,"Cumulative_Perc_net_change","2011Q4","Welsh Gov-Departmental Group",-Inf
"Welsh Gov","Departmental Group",-0.078431373,"Cumulative_Perc_net_change","2012Q1","Welsh Gov-Departmental Group",-Inf
