"variable","dimension","split","value","measure","questiontext","split_n","dim_id","eng_score_component"
"my.manager","Occupation of main role - major groups","Specialist services",0.64,"My manager","",27836,"H08",TRUE
"my.manager","Occupation of main role - major groups","Other",0.57,"My manager","",14756,"H08",TRUE
"my.manager","Development scheme","Not on a development scheme",0.65,"My manager","",255315,"H09",TRUE
"my.manager","Development scheme","Civil Service Fast Stream schemes",0.73,"My manager","",2285,"H09",TRUE
"my.manager","Development scheme","Other development scheme",0.74,"My manager","",5666,"H09",TRUE
"my.manager","Sex","Male",0.65,"My manager","",113109,"J01",TRUE
"my.manager","Sex","Female",0.69,"My manager","",125295,"J01",TRUE
"my.manager","Age","Aged 16-34",0.69,"My manager","",52923,"J02",TRUE
"my.manager","Age","Aged 35-44",0.68,"My manager","",60476,"J02",TRUE
"my.manager","Age","Aged 45-54",0.66,"My manager","",79941,"J02",TRUE
"my.manager","Age","Aged 55+",0.65,"My manager","",40346,"J02",TRUE
"my.manager","Ethnicity - binary","White",0.67,"My manager","",216883,"J03",TRUE
"my.manager","Ethnicity - binary","BME",0.68,"My manager","",22776,"J03",TRUE
"my.manager","Ethnicity - major group","White",0.67,"My manager","",216883,"J03",TRUE
"my.manager","Ethnicity - major group","Mixed",0.68,"My manager","",3319,"J03",TRUE
"my.manager","Ethnicity - major group","Asian",0.68,"My manager","",11620,"J03",TRUE
"my.manager","Ethnicity - major group","Black",0.68,"My manager","",6511,"J03",TRUE
"my.manager","Ethnicity - major group","Other ethnic group",0.68,"My manager","",1326,"J03",TRUE
"my.manager","Long-term health","No long-term limiting illness or condition",0.67,"My manager","",227203,"J04",TRUE
"my.manager","Long-term health","Long-term limiting illness or condition",0.59,"My manager","",20700,"J04",TRUE
"my.manager","Caring status","Not a carer",0.67,"My manager","",194596,"J05",TRUE
"my.manager","Caring status","Carer for others",0.65,"My manager","",56905,"J05",TRUE
"my.manager","Childcare status","No childcare responsibilities",0.66,"My manager","",165273,"J06",TRUE
"my.manager","Childcare status","Has childcare responsibilities",0.67,"My manager","",85962,"J06",TRUE
"my.manager","Sexual identity","Heterosexual/straight",0.67,"My manager","",223402,"J07",TRUE
"my.manager","Sexual identity","Gay, lesbian or bisexual",0.65,"My manager","",7524,"J07",TRUE
"my.manager","Sexual identity","Other",0.56,"My manager","",1541,"J07",TRUE
"my.manager","Religious identity","No religion",0.66,"My manager","",84120,"J08",TRUE
"my.manager","Religious identity","Christian",0.68,"My manager","",131231,"J08",TRUE
"my.manager","Religious identity","Buddhist",0.63,"My manager","",1389,"J08",TRUE
"my.manager","Religious identity","Hindu",0.68,"My manager","",3539,"J08",TRUE
"my.manager","Religious identity","Jewish",0.63,"My manager","",815,"J08",TRUE
"my.manager","Religious identity","Muslim",0.69,"My manager","",5725,"J08",TRUE
"my.manager","Religious identity","Sikh",0.66,"My manager","",1433,"J08",TRUE
"my.manager","Religious identity","Any other religion",0.61,"My manager","",4221,"J08",TRUE
"my.team","Grade","AO/AA",0.76,"My team","",77720,"",TRUE
"my.team","Grade","EO",0.76,"My team","",72857,"",TRUE
"my.team","Grade","SEO/HEO",0.79,"My team","",68329,"",TRUE
"my.team","Grade","G6/G7",0.84,"My team","",27956,"",TRUE
"my.team","Grade","SCS",0.94,"My team","",4193,"",TRUE
"my.team","Country usually work in","England",0.78,"My team","",210200,"H01",TRUE
"my.team","Country usually work in","Scotland",0.79,"My team","",25648,"H01",TRUE
"my.team","Country usually work in","Wales",0.81,"My team","",18642,"H01",TRUE
"my.team","Country usually work in","Northern Ireland",0.79,"My team","",1476,"H01",TRUE
"my.team","Country usually work in","Overseas",0.79,"My team","",12861,"H01",TRUE
"my.team","Region of England usually work in","East Midlands",0.77,"My team","",12102,"H1A",TRUE
"my.team","Region of England usually work in","East of England",0.76,"My team","",11063,"H1A",TRUE
"my.team","Region of England usually work in","London",0.78,"My team","",51504,"H1A",TRUE
"my.team","Region of England usually work in","North East England",0.81,"My team","",18532,"H1A",TRUE
"my.team","Region of England usually work in","North West England",0.8,"My team","",28406,"H1A",TRUE
"my.team","Region of England usually work in","South East England",0.75,"My team","",25591,"H1A",TRUE
"my.team","Region of England usually work in","South West England",0.77,"My team","",27808,"H1A",TRUE
"my.team","Region of England usually work in","West Midlands",0.77,"My team","",15854,"H1A",TRUE
"my.team","Region of England usually work in","Yorkshire and the Humber",0.78,"My team","",17330,"H1A",TRUE
"my.team","Time in current job","Less than 1 year",0.82,"My team","",58890,"H02",TRUE
"my.team","Time in current job","1 year but less than 3 years",0.8,"My team","",61428,"H02",TRUE
"my.team","Time in current job","3 years but less than 5 years",0.78,"My team","",38332,"H02",TRUE
"my.team","Time in current job","5 years but less than 10 years",0.76,"My team","",53962,"H02",TRUE
"my.team","Time in current job","10 years or more",0.74,"My team","",53584,"H02",TRUE
"my.team","Time in organisation (or predecessor)","Less than 1 year",0.82,"My team","",16436,"H03",TRUE
"my.team","Time in organisation (or predecessor)","1 year but less than 3 years",0.79,"My team","",17550,"H03",TRUE
"my.team","Time in organisation (or predecessor)","3 years but less than 5 years",0.77,"My team","",20460,"H03",TRUE
"my.team","Time in organisation (or predecessor)","5 years but less than 10 years",0.76,"My team","",48419,"H03",TRUE
"my.team","Time in organisation (or predecessor)","10 years or more",0.79,"My team","",147675,"H03",TRUE
"my.team","Time in Civil Service","Less than 1 year",0.81,"My team","",14876,"H04",TRUE
"my.team","Time in Civil Service","1 year but less than 3 years",0.79,"My team","",12249,"H04",TRUE
"my.team","Time in Civil Service","3 years but less than 5 years",0.77,"My team","",17299,"H04",TRUE
"my.team","Time in Civil Service","5 years but less than 10 years",0.77,"My team","",44849,"H04",TRUE
"my.team","Time in Civil Service","10 years or more",0.79,"My team","",154217,"H04",TRUE
"my.team","Manager status","Non-manager",0.75,"My team","",185009,"H05",TRUE
"my.team","Manager status","Manager",0.85,"My team","",81009,"H05",TRUE
"my.team","Working pattern","Full-time",0.78,"My team","",216469,"H06",TRUE
"my.team","Working pattern","Part-time",0.81,"My team","",50954,"H06",TRUE
"my.team","Working pattern","Job-share",0.79,"My team","",821,"H06",TRUE
"my.team","Employment status","Permanent contract",0.78,"My team","",251751,"H07",TRUE
"my.team","Employment status","Fixed term contract",0.81,"My team","",9840,"H07",TRUE
"my.team","Employment status","Loaned from other CS organisation",0.83,"My team","",2270,"H07",TRUE
"my.team","Employment status","Temporary/agency worker",0.78,"My team","",2435,"H07",TRUE
"my.team","Employment status","Contractor/freelancer",0.77,"My team","",1167,"H07",TRUE
"my.team","Employment status","Secondee from outside CS",0.82,"My team","",1185,"H07",TRUE
"my.team","Occupation of main role - major groups","Operations",0.78,"My team","",158154,"H08",TRUE
"my.team","Occupation of main role - major groups","Corporate Services",0.79,"My team","",47213,"H08",TRUE
"my.team","Occupation of main role - major groups","Policy",0.82,"My team","",17102,"H08",TRUE
"my.team","Occupation of main role - major groups","Specialist services",0.77,"My team","",27836,"H08",TRUE
"my.team","Occupation of main role - major groups","Other",0.71,"My team","",14756,"H08",TRUE
"my.team","Development scheme","Not on a development scheme",0.78,"My team","",255315,"H09",TRUE
"my.team","Development scheme","Civil Service Fast Stream schemes",0.83,"My team","",2285,"H09",TRUE
"my.team","Development scheme","Other development scheme",0.83,"My team","",5666,"H09",TRUE
"my.team","Sex","Male",0.77,"My team","",113109,"J01",TRUE
"my.team","Sex","Female",0.81,"My team","",125295,"J01",TRUE
"my.team","Age","Aged 16-34",0.79,"My team","",52923,"J02",TRUE
"my.team","Age","Aged 35-44",0.8,"My team","",60476,"J02",TRUE
"my.team","Age","Aged 45-54",0.8,"My team","",79941,"J02",TRUE
"my.team","Age","Aged 55+",0.79,"My team","",40346,"J02",TRUE
"my.team","Ethnicity - binary","White",0.79,"My team","",216883,"J03",TRUE
"my.team","Ethnicity - binary","BME",0.78,"My team","",22776,"J03",TRUE
"my.team","Ethnicity - major group","White",0.79,"My team","",216883,"J03",TRUE
"my.team","Ethnicity - major group","Mixed",0.79,"My team","",3319,"J03",TRUE
"my.team","Ethnicity - major group","Asian",0.78,"My team","",11620,"J03",TRUE
"my.team","Ethnicity - major group","Black",0.8,"My team","",6511,"J03",TRUE
"my.team","Ethnicity - major group","Other ethnic group",0.77,"My team","",1326,"J03",TRUE
"my.team","Long-term health","No long-term limiting illness or condition",0.8,"My team","",227203,"J04",TRUE
"my.team","Long-term health","Long-term limiting illness or condition",0.72,"My team","",20700,"J04",TRUE
"my.team","Caring status","Not a carer",0.79,"My team","",194596,"J05",TRUE
"my.team","Caring status","Carer for others",0.78,"My team","",56905,"J05",TRUE
"my.team","Childcare status","No childcare responsibilities",0.78,"My team","",165273,"J06",TRUE
"my.team","Childcare status","Has childcare responsibilities",0.8,"My team","",85962,"J06",TRUE
"my.team","Sexual identity","Heterosexual/straight",0.8,"My team","",223402,"J07",TRUE
"my.team","Sexual identity","Gay, lesbian or bisexual",0.77,"My team","",7524,"J07",TRUE
"my.team","Sexual identity","Other",0.69,"My team","",1541,"J07",TRUE
"my.team","Religious identity","No religion",0.78,"My team","",84120,"J08",TRUE
"my.team","Religious identity","Christian",0.81,"My team","",131231,"J08",TRUE
"my.team","Religious identity","Buddhist",0.73,"My team","",1389,"J08",TRUE
"my.team","Religious identity","Hindu",0.78,"My team","",3539,"J08",TRUE
"my.team","Religious identity","Jewish",0.76,"My team","",815,"J08",TRUE
"my.team","Religious identity","Muslim",0.79,"My team","",5725,"J08",TRUE
"my.team","Religious identity","Sikh",0.75,"My team","",1433,"J08",TRUE
"my.team","Religious identity","Any other religion",0.73,"My team","",4221,"J08",TRUE
"my.work","Grade","AO/AA",0.61,"My work","",77720,"",TRUE
"my.work","Grade","EO",0.69,"My work","",72857,"",TRUE
"my.work","Grade","SEO/HEO",0.77,"My work","",68329,"",TRUE
"my.work","Grade","G6/G7",0.84,"My work","",27956,"",TRUE
"my.work","Grade","SCS",0.92,"My work","",4193,"",TRUE
"my.work","Country usually work in","England",0.7,"My work","",210200,"H01",TRUE
"my.work","Country usually work in","Scotland",0.71,"My work","",25648,"H01",TRUE
"my.work","Country usually work in","Wales",0.71,"My work","",18642,"H01",TRUE
"my.work","Country usually work in","Northern Ireland",0.69,"My work","",1476,"H01",TRUE
"my.work","Country usually work in","Overseas",0.78,"My work","",12861,"H01",TRUE
"my.work","Region of England usually work in","East Midlands",0.68,"My work","",12102,"H1A",TRUE
"my.work","Region of England usually work in","East of England",0.69,"My work","",11063,"H1A",TRUE
"my.work","Region of England usually work in","London",0.74,"My work","",51504,"H1A",TRUE
"my.work","Region of England usually work in","North East England",0.66,"My work","",18532,"H1A",TRUE
"my.work","Region of England usually work in","North West England",0.69,"My work","",28406,"H1A",TRUE
"my.work","Region of England usually work in","South East England",0.69,"My work","",25591,"H1A",TRUE
"my.work","Region of England usually work in","South West England",0.72,"My work","",27808,"H1A",TRUE
"my.work","Region of England usually work in","West Midlands",0.67,"My work","",15854,"H1A",TRUE
"my.work","Region of England usually work in","Yorkshire and the Humber",0.68,"My work","",17330,"H1A",TRUE
"my.work","Time in current job","Less than 1 year",0.75,"My work","",58890,"H02",TRUE
"my.work","Time in current job","1 year but less than 3 years",0.74,"My work","",61428,"H02",TRUE
"my.work","Time in current job","3 years but less than 5 years",0.71,"My work","",38332,"H02",TRUE
"my.work","Time in current job","5 years but less than 10 years",0.67,"My work","",53962,"H02",TRUE
"my.work","Time in current job","10 years or more",0.67,"My work","",53584,"H02",TRUE
"my.work","Time in organisation (or predecessor)","Less than 1 year",0.74,"My work","",16436,"H03",TRUE
"my.work","Time in organisation (or predecessor)","1 year but less than 3 years",0.72,"My work","",17550,"H03",TRUE
"my.work","Time in organisation (or predecessor)","3 years but less than 5 years",0.69,"My work","",20460,"H03",TRUE
"my.work","Time in organisation (or predecessor)","5 years but less than 10 years",0.67,"My work","",48419,"H03",TRUE
"my.work","Time in organisation (or predecessor)","10 years or more",0.72,"My work","",147675,"H03",TRUE
"my.work","Time in Civil Service","Less than 1 year",0.74,"My work","",14876,"H04",TRUE
"my.work","Time in Civil Service","1 year but less than 3 years",0.71,"My work","",12249,"H04",TRUE
"my.work","Time in Civil Service","3 years but less than 5 years",0.69,"My work","",17299,"H04",TRUE
"my.work","Time in Civil Service","5 years but less than 10 years",0.67,"My work","",44849,"H04",TRUE
"my.work","Time in Civil Service","10 years or more",0.72,"My work","",154217,"H04",TRUE
"my.work","Manager status","Non-manager",0.66,"My work","",185009,"H05",TRUE
"my.work","Manager status","Manager",0.82,"My work","",81009,"H05",TRUE
"my.work","Working pattern","Full-time",0.71,"My work","",216469,"H06",TRUE
"my.work","Working pattern","Part-time",0.68,"My work","",50954,"H06",TRUE
"my.work","Working pattern","Job-share",0.72,"My work","",821,"H06",TRUE
"my.work","Employment status","Permanent contract",0.71,"My work","",251751,"H07",TRUE
"my.work","Employment status","Fixed term contract",0.7,"My work","",9840,"H07",TRUE
"my.work","Employment status","Loaned from other CS organisation",0.82,"My work","",2270,"H07",TRUE
"my.work","Employment status","Temporary/agency worker",0.67,"My work","",2435,"H07",TRUE
"my.work","Employment status","Contractor/freelancer",0.79,"My work","",1167,"H07",TRUE
"my.work","Employment status","Secondee from outside CS",0.84,"My work","",1185,"H07",TRUE
"my.work","Occupation of main role - major groups","Operations",0.68,"My work","",158154,"H08",TRUE
"my.work","Occupation of main role - major groups","Corporate Services",0.76,"My work","",47213,"H08",TRUE
"my.work","Occupation of main role - major groups","Policy",0.8,"My work","",17102,"H08",TRUE
"my.work","Occupation of main role - major groups","Specialist services",0.76,"My work","",27836,"H08",TRUE
"my.work","Occupation of main role - major groups","Other",0.68,"My work","",14756,"H08",TRUE
"my.work","Development scheme","Not on a development scheme",0.7,"My work","",255315,"H09",TRUE
"my.work","Development scheme","Civil Service Fast Stream schemes",0.79,"My work","",2285,"H09",TRUE
"my.work","Development scheme","Other development scheme",0.79,"My work","",5666,"H09",TRUE
"my.work","Sex","Male",0.71,"My work","",113109,"J01",TRUE
"my.work","Sex","Female",0.73,"My work","",125295,"J01",TRUE
"my.work","Age","Aged 16-34",0.69,"My work","",52923,"J02",TRUE
"my.work","Age","Aged 35-44",0.73,"My work","",60476,"J02",TRUE
"my.work","Age","Aged 45-54",0.74,"My work","",79941,"J02",TRUE
"my.work","Age","Aged 55+",0.73,"My work","",40346,"J02",TRUE
"my.work","Ethnicity - binary","White",0.72,"My work","",216883,"J03",TRUE
"my.work","Ethnicity - binary","BME",0.73,"My work","",22776,"J03",TRUE
"my.work","Ethnicity - major group","White",0.72,"My work","",216883,"J03",TRUE
"my.work","Ethnicity - major group","Mixed",0.72,"My work","",3319,"J03",TRUE
"my.work","Ethnicity - major group","Asian",0.74,"My work","",11620,"J03",TRUE
"my.work","Ethnicity - major group","Black",0.71,"My work","",6511,"J03",TRUE
"my.work","Ethnicity - major group","Other ethnic group",0.73,"My work","",1326,"J03",TRUE
"my.work","Long-term health","No long-term limiting illness or condition",0.73,"My work","",227203,"J04",TRUE
"my.work","Long-term health","Long-term limiting illness or condition",0.63,"My work","",20700,"J04",TRUE
"my.work","Caring status","Not a carer",0.72,"My work","",194596,"J05",TRUE
"my.work","Caring status","Carer for others",0.7,"My work","",56905,"J05",TRUE
"my.work","Childcare status","No childcare responsibilities",0.71,"My work","",165273,"J06",TRUE
"my.work","Childcare status","Has childcare responsibilities",0.73,"My work","",85962,"J06",TRUE
"my.work","Sexual identity","Heterosexual/straight",0.72,"My work","",223402,"J07",TRUE
"my.work","Sexual identity","Gay, lesbian or bisexual",0.69,"My work","",7524,"J07",TRUE
"my.work","Sexual identity","Other",0.59,"My work","",1541,"J07",TRUE
"my.work","Religious identity","No religion",0.7,"My work","",84120,"J08",TRUE
"my.work","Religious identity","Christian",0.74,"My work","",131231,"J08",TRUE
"my.work","Religious identity","Buddhist",0.67,"My work","",1389,"J08",TRUE
"my.work","Religious identity","Hindu",0.74,"My work","",3539,"J08",TRUE
"my.work","Religious identity","Jewish",0.7,"My work","",815,"J08",TRUE
"my.work","Religious identity","Muslim",0.73,"My work","",5725,"J08",TRUE
"my.work","Religious identity","Sikh",0.69,"My work","",1433,"J08",TRUE
"my.work","Religious identity","Any other religion",0.63,"My work","",4221,"J08",TRUE
"organisational.objectives.and.purpose","Grade","AO/AA",0.77,"Organisational objectives and purpose","",77720,"",TRUE
"organisational.objectives.and.purpose","Grade","EO",0.78,"Organisational objectives and purpose","",72857,"",TRUE
"organisational.objectives.and.purpose","Grade","SEO/HEO",0.82,"Organisational objectives and purpose","",68329,"",TRUE
"organisational.objectives.and.purpose","Grade","G6/G7",0.86,"Organisational objectives and purpose","",27956,"",TRUE
"organisational.objectives.and.purpose","Grade","SCS",0.92,"Organisational objectives and purpose","",4193,"",TRUE
"organisational.objectives.and.purpose","Country usually work in","England",0.79,"Organisational objectives and purpose","",210200,"H01",TRUE
"organisational.objectives.and.purpose","Country usually work in","Scotland",0.83,"Organisational objectives and purpose","",25648,"H01",TRUE
"organisational.objectives.and.purpose","Country usually work in","Wales",0.82,"Organisational objectives and purpose","",18642,"H01",TRUE
"organisational.objectives.and.purpose","Country usually work in","Northern Ireland",0.81,"Organisational objectives and purpose","",1476,"H01",TRUE
"organisational.objectives.and.purpose","Country usually work in","Overseas",0.83,"Organisational objectives and purpose","",12861,"H01",TRUE
"organisational.objectives.and.purpose","Region of England usually work in","East Midlands",0.77,"Organisational objectives and purpose","",12102,"H1A",TRUE
"organisational.objectives.and.purpose","Region of England usually work in","East of England",0.76,"Organisational objectives and purpose","",11063,"H1A",TRUE
"organisational.objectives.and.purpose","Region of England usually work in","London",0.81,"Organisational objectives and purpose","",51504,"H1A",TRUE
"organisational.objectives.and.purpose","Region of England usually work in","North East England",0.8,"Organisational objectives and purpose","",18532,"H1A",TRUE
"organisational.objectives.and.purpose","Region of England usually work in","North West England",0.81,"Organisational objectives and purpose","",28406,"H1A",TRUE
"organisational.objectives.and.purpose","Region of England usually work in","South East England",0.77,"Organisational objectives and purpose","",25591,"H1A",TRUE
"organisational.objectives.and.purpose","Region of England usually work in","South West England",0.79,"Organisational objectives and purpose","",27808,"H1A",TRUE
"organisational.objectives.and.purpose","Region of England usually work in","West Midlands",0.77,"Organisational objectives and purpose","",15854,"H1A",TRUE
"organisational.objectives.and.purpose","Region of England usually work in","Yorkshire and the Humber",0.77,"Organisational objectives and purpose","",17330,"H1A",TRUE
"organisational.objectives.and.purpose","Time in current job","Less than 1 year",0.84,"Organisational objectives and purpose","",58890,"H02",TRUE
"organisational.objectives.and.purpose","Time in current job","1 year but less than 3 years",0.83,"Organisational objectives and purpose","",61428,"H02",TRUE
"organisational.objectives.and.purpose","Time in current job","3 years but less than 5 years",0.81,"Organisational objectives and purpose","",38332,"H02",TRUE
"organisational.objectives.and.purpose","Time in current job","5 years but less than 10 years",0.77,"Organisational objectives and purpose","",53962,"H02",TRUE
"organisational.objectives.and.purpose","Time in current job","10 years or more",0.74,"Organisational objectives and purpose","",53584,"H02",TRUE
"organisational.objectives.and.purpose","Time in organisation (or predecessor)","Less than 1 year",0.82,"Organisational objectives and purpose","",16436,"H03",TRUE
"organisational.objectives.and.purpose","Time in organisation (or predecessor)","1 year but less than 3 years",0.82,"Organisational objectives and purpose","",17550,"H03",TRUE
"organisational.objectives.and.purpose","Time in organisation (or predecessor)","3 years but less than 5 years",0.8,"Organisational objectives and purpose","",20460,"H03",TRUE
"organisational.objectives.and.purpose","Time in organisation (or predecessor)","5 years but less than 10 years",0.78,"Organisational objectives and purpose","",48419,"H03",TRUE
"organisational.objectives.and.purpose","Time in organisation (or predecessor)","10 years or more",0.8,"Organisational objectives and purpose","",147675,"H03",TRUE
"organisational.objectives.and.purpose","Time in Civil Service","Less than 1 year",0.81,"Organisational objectives and purpose","",14876,"H04",TRUE
"organisational.objectives.and.purpose","Time in Civil Service","1 year but less than 3 years",0.82,"Organisational objectives and purpose","",12249,"H04",TRUE
"organisational.objectives.and.purpose","Time in Civil Service","3 years but less than 5 years",0.81,"Organisational objectives and purpose","",17299,"H04",TRUE
"organisational.objectives.and.purpose","Time in Civil Service","5 years but less than 10 years",0.79,"Organisational objectives and purpose","",44849,"H04",TRUE
"organisational.objectives.and.purpose","Time in Civil Service","10 years or more",0.8,"Organisational objectives and purpose","",154217,"H04",TRUE
"organisational.objectives.and.purpose","Manager status","Non-manager",0.77,"Organisational objectives and purpose","",185009,"H05",TRUE
"organisational.objectives.and.purpose","Manager status","Manager",0.86,"Organisational objectives and purpose","",81009,"H05",TRUE
"organisational.objectives.and.purpose","Working pattern","Full-time",0.8,"Organisational objectives and purpose","",216469,"H06",TRUE
"organisational.objectives.and.purpose","Working pattern","Part-time",0.81,"Organisational objectives and purpose","",50954,"H06",TRUE
"organisational.objectives.and.purpose","Working pattern","Job-share",0.78,"Organisational objectives and purpose","",821,"H06",TRUE
"organisational.objectives.and.purpose","Employment status","Permanent contract",0.8,"Organisational objectives and purpose","",251751,"H07",TRUE
"organisational.objectives.and.purpose","Employment status","Fixed term contract",0.81,"Organisational objectives and purpose","",9840,"H07",TRUE
"organisational.objectives.and.purpose","Employment status","Loaned from other CS organisation",0.78,"Organisational objectives and purpose","",2270,"H07",TRUE
"organisational.objectives.and.purpose","Employment status","Temporary/agency worker",0.78,"Organisational objectives and purpose","",2435,"H07",TRUE
"organisational.objectives.and.purpose","Employment status","Contractor/freelancer",0.8,"Organisational objectives and purpose","",1167,"H07",TRUE
"organisational.objectives.and.purpose","Employment status","Secondee from outside CS",0.79,"Organisational objectives and purpose","",1185,"H07",TRUE
"organisational.objectives.and.purpose","Occupation of main role - major groups","Operations",0.8,"Organisational objectives and purpose","",158154,"H08",TRUE
"organisational.objectives.and.purpose","Occupation of main role - major groups","Corporate Services",0.83,"Organisational objectives and purpose","",47213,"H08",TRUE
"organisational.objectives.and.purpose","Occupation of main role - major groups","Policy",0.86,"Organisational objectives and purpose","",17102,"H08",TRUE
"organisational.objectives.and.purpose","Occupation of main role - major groups","Specialist services",0.77,"Organisational objectives and purpose","",27836,"H08",TRUE
"organisational.objectives.and.purpose","Occupation of main role - major groups","Other",0.7,"Organisational objectives and purpose","",14756,"H08",TRUE
"organisational.objectives.and.purpose","Development scheme","Not on a development scheme",0.8,"Organisational objectives and purpose","",255315,"H09",TRUE
"organisational.objectives.and.purpose","Development scheme","Civil Service Fast Stream schemes",0.84,"Organisational objectives and purpose","",2285,"H09",TRUE
"organisational.objectives.and.purpose","Development scheme","Other development scheme",0.88,"Organisational objectives and purpose","",5666,"H09",TRUE
"organisational.objectives.and.purpose","Sex","Male",0.78,"Organisational objectives and purpose","",113109,"J01",TRUE
"organisational.objectives.and.purpose","Sex","Female",0.84,"Organisational objectives and purpose","",125295,"J01",TRUE
"organisational.objectives.and.purpose","Age","Aged 16-34",0.81,"Organisational objectives and purpose","",52923,"J02",TRUE
"organisational.objectives.and.purpose","Age","Aged 35-44",0.81,"Organisational objectives and purpose","",60476,"J02",TRUE
"organisational.objectives.and.purpose","Age","Aged 45-54",0.82,"Organisational objectives and purpose","",79941,"J02",TRUE
"organisational.objectives.and.purpose","Age","Aged 55+",0.8,"Organisational objectives and purpose","",40346,"J02",TRUE
"organisational.objectives.and.purpose","Ethnicity - binary","White",0.81,"Organisational objectives and purpose","",216883,"J03",TRUE
"organisational.objectives.and.purpose","Ethnicity - binary","BME",0.82,"Organisational objectives and purpose","",22776,"J03",TRUE
"organisational.objectives.and.purpose","Ethnicity - major group","White",0.81,"Organisational objectives and purpose","",216883,"J03",TRUE
"organisational.objectives.and.purpose","Ethnicity - major group","Mixed",0.8,"Organisational objectives and purpose","",3319,"J03",TRUE
"organisational.objectives.and.purpose","Ethnicity - major group","Asian",0.83,"Organisational objectives and purpose","",11620,"J03",TRUE
"organisational.objectives.and.purpose","Ethnicity - major group","Black",0.84,"Organisational objectives and purpose","",6511,"J03",TRUE
"organisational.objectives.and.purpose","Ethnicity - major group","Other ethnic group",0.81,"Organisational objectives and purpose","",1326,"J03",TRUE
"organisational.objectives.and.purpose","Long-term health","No long-term limiting illness or condition",0.81,"Organisational objectives and purpose","",227203,"J04",TRUE
"organisational.objectives.and.purpose","Long-term health","Long-term limiting illness or condition",0.75,"Organisational objectives and purpose","",20700,"J04",TRUE
"organisational.objectives.and.purpose","Caring status","Not a carer",0.81,"Organisational objectives and purpose","",194596,"J05",TRUE
"organisational.objectives.and.purpose","Caring status","Carer for others",0.8,"Organisational objectives and purpose","",56905,"J05",TRUE
"organisational.objectives.and.purpose","Childcare status","No childcare responsibilities",0.8,"Organisational objectives and purpose","",165273,"J06",TRUE
"organisational.objectives.and.purpose","Childcare status","Has childcare responsibilities",0.81,"Organisational objectives and purpose","",85962,"J06",TRUE
"organisational.objectives.and.purpose","Sexual identity","Heterosexual/straight",0.81,"Organisational objectives and purpose","",223402,"J07",TRUE
"organisational.objectives.and.purpose","Sexual identity","Gay, lesbian or bisexual",0.79,"Organisational objectives and purpose","",7524,"J07",TRUE
"organisational.objectives.and.purpose","Sexual identity","Other",0.68,"Organisational objectives and purpose","",1541,"J07",TRUE
"organisational.objectives.and.purpose","Religious identity","No religion",0.8,"Organisational objectives and purpose","",84120,"J08",TRUE
"organisational.objectives.and.purpose","Religious identity","Christian",0.82,"Organisational objectives and purpose","",131231,"J08",TRUE
"organisational.objectives.and.purpose","Religious identity","Buddhist",0.76,"Organisational objectives and purpose","",1389,"J08",TRUE
"organisational.objectives.and.purpose","Religious identity","Hindu",0.83,"Organisational objectives and purpose","",3539,"J08",TRUE
"organisational.objectives.and.purpose","Religious identity","Jewish",0.75,"Organisational objectives and purpose","",815,"J08",TRUE
"organisational.objectives.and.purpose","Religious identity","Muslim",0.82,"Organisational objectives and purpose","",5725,"J08",TRUE
"organisational.objectives.and.purpose","Religious identity","Sikh",0.8,"Organisational objectives and purpose","",1433,"J08",TRUE
"organisational.objectives.and.purpose","Religious identity","Any other religion",0.74,"Organisational objectives and purpose","",4221,"J08",TRUE
"pay.and.benefits","Grade","AO/AA",0.27,"Pay and benefits","",77720,"",TRUE
"pay.and.benefits","Grade","EO",0.27,"Pay and benefits","",72857,"",TRUE
"pay.and.benefits","Grade","SEO/HEO",0.31,"Pay and benefits","",68329,"",TRUE
"pay.and.benefits","Grade","G6/G7",0.39,"Pay and benefits","",27956,"",TRUE
"pay.and.benefits","Grade","SCS",0.34,"Pay and benefits","",4193,"",TRUE
"pay.and.benefits","Country usually work in","England",0.29,"Pay and benefits","",210200,"H01",TRUE
"pay.and.benefits","Country usually work in","Scotland",0.28,"Pay and benefits","",25648,"H01",TRUE
"pay.and.benefits","Country usually work in","Wales",0.36,"Pay and benefits","",18642,"H01",TRUE
"pay.and.benefits","Country usually work in","Northern Ireland",0.3,"Pay and benefits","",1476,"H01",TRUE
"pay.and.benefits","Country usually work in","Overseas",0.32,"Pay and benefits","",12861,"H01",TRUE
"pay.and.benefits","Region of England usually work in","East Midlands",0.29,"Pay and benefits","",12102,"H1A",TRUE
"pay.and.benefits","Region of England usually work in","East of England",0.29,"Pay and benefits","",11063,"H1A",TRUE
"pay.and.benefits","Region of England usually work in","London",0.28,"Pay and benefits","",51504,"H1A",TRUE
"pay.and.benefits","Region of England usually work in","North East England",0.3,"Pay and benefits","",18532,"H1A",TRUE
"pay.and.benefits","Region of England usually work in","North West England",0.3,"Pay and benefits","",28406,"H1A",TRUE
"pay.and.benefits","Region of England usually work in","South East England",0.27,"Pay and benefits","",25591,"H1A",TRUE
"pay.and.benefits","Region of England usually work in","South West England",0.29,"Pay and benefits","",27808,"H1A",TRUE
"pay.and.benefits","Region of England usually work in","West Midlands",0.29,"Pay and benefits","",15854,"H1A",TRUE
"pay.and.benefits","Region of England usually work in","Yorkshire and the Humber",0.3,"Pay and benefits","",17330,"H1A",TRUE
