"Dept","Whitehall","value","measure","Period","group","chart","sorter","totalgroup"
"Total excl. Whitehall FCO","Whitehall",-0.12,"Cumulative_Perc_net_change","2011Q3","Total excl. Whitehall FCO-Whitehall",TRUE,-0.15,TRUE
"Total excl. Whitehall FCO","Non-Whitehall",-0.07,"Cumulative_Perc_net_change","2011Q3","Total excl. Whitehall FCO-Non-Whitehall",TRUE,-0.15,TRUE
"Total excl. Whitehall FCO","Departmental Group",-0.07,"Cumulative_Perc_net_change","2011Q3","Total excl. Whitehall FCO-Departmental Group",TRUE,-0.15,TRUE
"Total excl. Whitehall FCO","Non-Whitehall",-0.05,"Cumulative_Perc_net_change","2011Q2","Total excl. Whitehall FCO-Non-Whitehall",TRUE,-0.15,TRUE
"Total excl. Whitehall FCO","Departmental Group",-0.05,"Cumulative_Perc_net_change","2011Q2","Total excl. Whitehall FCO-Departmental Group",TRUE,-0.15,TRUE
"Total excl. Whitehall FCO","Whitehall",-0.05,"Cumulative_Perc_net_change","2011Q1","Total excl. Whitehall FCO-Whitehall",TRUE,-0.15,TRUE
"Total excl. Whitehall FCO","Whitehall",-0.03,"Cumulative_Perc_net_change","2010Q4","Total excl. Whitehall FCO-Whitehall",TRUE,-0.15,TRUE
"Total excl. Whitehall FCO","Whitehall",-0.13,"Cumulative_Perc_net_change","2011Q4","Total excl. Whitehall FCO-Whitehall",TRUE,-0.15,TRUE
"Total excl. Whitehall FCO","Non-Whitehall",-0.09,"Cumulative_Perc_net_change","2011Q4","Total excl. Whitehall FCO-Non-Whitehall",TRUE,-0.15,TRUE
"Total excl. Whitehall FCO","Departmental Group",-0.09,"Cumulative_Perc_net_change","2011Q4","Total excl. Whitehall FCO-Departmental Group",TRUE,-0.15,TRUE
"Total excl. Whitehall FCO","Whitehall",-0.1,"Cumulative_Perc_net_change","2011Q2","Total excl. Whitehall FCO-Whitehall",TRUE,-0.15,TRUE
"Total excl. Whitehall FCO","Whitehall",-0.13,"Cumulative_Perc_net_change","2012Q2","Total excl. Whitehall FCO-Whitehall",TRUE,-0.15,TRUE
"Total excl. Whitehall FCO","Non-Whitehall",-0.12,"Cumulative_Perc_net_change","2012Q2","Total excl. Whitehall FCO-Non-Whitehall",TRUE,-0.15,TRUE
"Total excl. Whitehall FCO","Departmental Group",-0.12,"Cumulative_Perc_net_change","2012Q2","Total excl. Whitehall FCO-Departmental Group",TRUE,-0.15,TRUE
"Total excl. Whitehall FCO","Whitehall",-0.14,"Cumulative_Perc_net_change","2013Q2","Total excl. Whitehall FCO-Whitehall",TRUE,-0.15,TRUE
"Total excl. Whitehall FCO","Non-Whitehall",-0.15,"Cumulative_Perc_net_change","2013Q2","Total excl. Whitehall FCO-Non-Whitehall",TRUE,-0.15,TRUE
"Total excl. Whitehall FCO","Departmental Group",-0.15,"Cumulative_Perc_net_change","2013Q2","Total excl. Whitehall FCO-Departmental Group",TRUE,-0.15,TRUE
"Total excl. Whitehall FCO","Whitehall",-0.13,"Cumulative_Perc_net_change","2012Q4","Total excl. Whitehall FCO-Whitehall",TRUE,-0.15,TRUE
"Total excl. Whitehall FCO","Non-Whitehall",-0.13,"Cumulative_Perc_net_change","2012Q4","Total excl. Whitehall FCO-Non-Whitehall",TRUE,-0.15,TRUE
"Total excl. Whitehall FCO","Departmental Group",-0.13,"Cumulative_Perc_net_change","2012Q4","Total excl. Whitehall FCO-Departmental Group",TRUE,-0.15,TRUE
"Total excl. Whitehall FCO","Whitehall",-0.13,"Cumulative_Perc_net_change","2012Q3","Total excl. Whitehall FCO-Whitehall",TRUE,-0.15,TRUE
"Total excl. Whitehall FCO","Non-Whitehall",-0.12,"Cumulative_Perc_net_change","2012Q3","Total excl. Whitehall FCO-Non-Whitehall",TRUE,-0.15,TRUE
"Total excl. Whitehall FCO","Departmental Group",-0.12,"Cumulative_Perc_net_change","2012Q3","Total excl. Whitehall FCO-Departmental Group",TRUE,-0.15,TRUE
"Total excl. Whitehall FCO","Whitehall",-0.13,"Cumulative_Perc_net_change","2013Q1","Total excl. Whitehall FCO-Whitehall",TRUE,-0.15,TRUE
"Total excl. Whitehall FCO","Non-Whitehall",-0.14,"Cumulative_Perc_net_change","2013Q1","Total excl. Whitehall FCO-Non-Whitehall",TRUE,-0.15,TRUE
"Total excl. Whitehall FCO","Departmental Group",-0.14,"Cumulative_Perc_net_change","2013Q1","Total excl. Whitehall FCO-Departmental Group",TRUE,-0.15,TRUE
"Total excl. Whitehall FCO","Whitehall",-0.15,"Cumulative_Perc_net_change","2013Q3","Total excl. Whitehall FCO-Whitehall",TRUE,-0.15,TRUE
"Total excl. Whitehall FCO","Non-Whitehall",-0.15,"Cumulative_Perc_net_change","2013Q3","Total excl. Whitehall FCO-Non-Whitehall",TRUE,-0.15,TRUE
"Total excl. Whitehall FCO","Departmental Group",-0.15,"Cumulative_Perc_net_change","2013Q3","Total excl. Whitehall FCO-Departmental Group",TRUE,-0.15,TRUE
